
================================================================================
       Solver:Pstorm    Version: 0.1 (2023-05-02)  
================================================================================
Problem Summary: Excuted at 2023-05-04 13:59:42.765376
Dataset:.............................................a9a
Data Size:......................................n=32561, p=123
Loss Function:..................................Logistic
Regularizer:................................................Group L1
Penalty Parameter:..............................lambda=0.0057
Number of groups:..............................61

Algorithm Parameters:
 Termination Conditions:
    accuracy: -1.0 | optim scaled: True | time limits:43200.0 | epoch limits:100
 Sampling Setups: batchsize: 256 | shuffle: True
 Proximal Stepsize update: diminishing
 Compute Optimality measure: True
****************************************************************************************************
 Epoch.   Obj.    alphak     betak      #z   #nz   |egradf| |   optim     #pz    #pnz |
    79 5.193e-01 3.670e-02 2.053e-03    53     8  1.386e-04 | 2.887e-03    53      8  |
    80 5.192e-01 3.655e-02 2.035e-03    53     8  1.046e-04 | 2.867e-03    53      8  |
    81 5.192e-01 3.639e-02 2.018e-03    53     8  1.041e-04 | 2.848e-03    53      8  |
    82 5.192e-01 3.625e-02 2.002e-03    53     8  1.204e-04 | 2.830e-03    53      8  |
    83 5.191e-01 3.610e-02 1.986e-03    53     8  9.859e-05 | 2.812e-03    53      8  |
    84 5.191e-01 3.596e-02 1.970e-03    53     8  1.213e-04 | 2.794e-03    53      8  |
    85 5.191e-01 3.581e-02 1.954e-03    53     8  1.215e-04 | 2.776e-03    53      8  |
    86 5.190e-01 3.568e-02 1.939e-03    53     8  1.754e-04 | 2.759e-03    53      8  |
    87 5.190e-01 3.554e-02 1.924e-03    53     8  1.422e-04 | 2.743e-03    53      8  |
    88 5.190e-01 3.540e-02 1.909e-03    53     8  1.497e-04 | 2.727e-03    53      8  |
    89 5.189e-01 3.527e-02 1.895e-03    53     8  1.495e-04 | 2.711e-03    53      8  |
    90 5.189e-01 3.514e-02 1.881e-03    53     8  1.405e-04 | 2.696e-03    53      8  |
    91 5.189e-01 3.501e-02 1.867e-03    53     8  1.642e-04 | 2.680e-03    53      8  |
    92 5.188e-01 3.488e-02 1.853e-03    53     8  1.254e-04 | 2.666e-03    53      8  |
    93 5.188e-01 3.476e-02 1.840e-03    53     8  1.222e-04 | 2.651e-03    53      8  |
    94 5.188e-01 3.463e-02 1.826e-03    53     8  1.034e-04 | 2.636e-03    53      8  |
    95 5.187e-01 3.451e-02 1.814e-03    53     8  1.227e-04 | 2.621e-03    53      8  |
    96 5.187e-01 3.439e-02 1.801e-03    53     8  1.200e-04 | 2.607e-03    53      8  |
    97 5.187e-01 3.427e-02 1.788e-03    53     8  1.932e-04 | 2.594e-03    53      8  |
    98 5.186e-01 3.416e-02 1.776e-03    53     8  1.541e-04 | 2.580e-03    53      8  |
    99 5.186e-01 3.404e-02 1.764e-03    53     8  9.207e-05 | 2.567e-03    53      8  |
   100 5.186e-01 3.393e-02 1.752e-03    53     8  1.019e-04 | 2.554e-03    53      8  |

==============================
Exit: Iteration limit reached

Final Results
==============================
Epochs:100
# Data pass:100
CPU seconds:6.1382
# zero groups(best):53
# zero groups(end):53
Obj. F(best):5.185875e-01
Obj. F(end):5.185875e-01
Optim.(end):2.554281e-03
